,0,1,2,3,4,5,6
0,-2389.5386677003617,-928.893836184741,76.89168157456548,3.053380065864166,16.724130080999227,2.527115470321559,0.20627633841868814
1,-114.08429864937972,-1460.8641698005767,97.07868813389975,21.626981421820904,16.246010842008584,2.4752539260439574,0.20543982506510267
2,-1333.9482486106547,-1324.259422491764,97.64768216647278,34.845210344432914,10.863280720937947,1.269085342579852,-0.2899518254855406
3,-2500.6418330829324,-461.5818924121911,46.10784215355143,-16.869896362601835,14.815459906914597,1.519574335656677,1.3310243836703393
4,-215.6603941590243,-663.9533369824595,43.59381585369696,-17.25542130565353,14.622310560330087,1.222577045678583,0.024542776013447624
5,-26.597709625897124,-561.5865306988558,36.17077211248708,-12.213745315912261,10.308299538204084,0.8057106684681293,-2.384555431223844
6,-885.7093437173323,-1158.857151106431,82.00315998557456,9.79737083948857,14.98929147548282,3.2842905130667868,-2.528772735447656
7,-593.0336239854724,-1002.4395706493606,68.90594205264148,-3.80195299952022,16.184373699798684,2.0359995374294426,2.066622151082561
8,-29.730652923348718,-607.0797834188944,39.64415289846791,-5.5694883449863095,7.739123075567873,0.40156874154666317,-0.018653060357117498
9,-5145.210607275504,-1050.5971679973277,107.2684212200289,51.84807488549206,4.989817375417409,-1.4785254775635257,1.2559716294784375
10,-136.9772849832384,-779.6035518696849,52.077173126965235,2.5664788266890617,7.332860601718348,0.4146325569783205,0.8765660772576035
11,-382.670007804221,-1553.4881965894,107.24154171045322,51.34377536921385,5.340047668665511,0.2986933838043199,-1.288087454671456
12,-278.18639386731303,-1673.1153295089066,114.72615493902444,57.84903462553754,5.006509124496706,-0.4406882773363097,-2.974364109481754
13,-511.43580134559437,-1077.4092428786066,74.48264034869807,12.497966370839299,10.403633045315056,1.5154932990154957,-1.6421376928793419
14,-746.6213278142322,-906.8641622208012,65.63786733736768,18.44295957447257,4.044023397518696,-0.24848657862065668,-0.2546264022412776
15,-3883.6841088948913,-898.5213229728034,87.289945654297,30.615726681388868,5.511294582337533,1.3939001996111,-1.8209818544196354
16,-635.8693266101,-511.20719711836864,37.77967281045474,-3.522842586282023,3.9068361403928016,-0.6441699701447927,-1.5191634230930817
17,-44.785369789896485,-1116.7417169793937,73.55681761788716,8.90560920129384,10.613848473893492,1.5621925426430057,1.419557118040505
18,-107.7181666472052,-1114.325095959956,74.44866718555372,16.54433624714383,7.761518274723783,0.5713923959505415,0.35082287378668525
19,-192.15040592151772,-505.2742760936382,32.90599542493772,-21.909187282575672,9.931381663814658,1.3793905794901729,0.6561308555617892
20,-805.0049041414063,-404.2086164232453,31.98933366545336,-4.504331909507302,2.4348652638081383,-1.2097399831634683,0.8935990955485905
21,-2100.3543362897744,-656.5835266875712,57.38766262070402,1.4919410023340995,8.035618678134764,1.925945510572618,-2.0132319987815004
22,-485.72081823934525,-2060.984473561659,141.5983663821951,65.70896631782414,9.489434574068484,2.285373506694956,-2.638043964507884
23,138.99014168100268,-1126.1571112731185,73.34282259493745,14.112203628561558,8.480709080623807,1.3466568377888337,-1.5957502930666605
24,-426.99240480666293,-964.2900815066973,66.7856661029636,13.915276780443206,6.1854793439988605,-1.108801749644353,4.196487432253786
25,-69.10422809434259,-614.1460019264744,40.483964493180366,-4.278361385816419,4.065050438566163,-0.7050246692353871,-1.9303742696836474
26,-44.8163469508615,-481.4329339440434,31.554745936567556,-7.560319080592263,2.58157449890884,-0.9849969332200321,-0.5242950574310735
27,-46.82771114297628,-926.8289409414035,61.05350679291248,4.388531871298012,7.258766043788669,0.8000416614381528,-1.8442313540874826
28,-332.0716574856692,-522.6281130113874,36.42827727183829,-3.87426272271887,2.7491999294712817,-0.20151148936860278,1.1321283052029938
29,-791.6102556151611,-672.1725052275665,50.161870164911875,9.118010943502112,1.864712513407016,0.20024166056004392,-0.6362159080159946
30,-29.82335803683549,-651.7544559331704,43.00226146596181,0.4278192382814773,3.2417882481620097,0.5572284579853789,-0.7628967971426853
31,-113.49212643033755,-1023.3022199121243,66.82878928187681,-6.105762683401709,13.371316949357754,2.7699013249433504,-1.1125527433915914
32,-112.74401821919906,-648.493717710237,43.825866745493414,6.255721076696014,1.135069227425894,-0.05368690374105708,-0.5745569621908866
33,-89.60421775945221,-1685.6909291830384,113.35553610336771,46.69195773160631,7.106523425471807,1.5681772342287554,-1.561098719311002
34,-420.9464631083821,-645.1826737894698,45.27881302944066,1.0727798579622687,3.516840435897736,0.11899507393731905,-1.1660888867008319
35,-346.3531770481482,-740.4976270336837,51.25714823425646,5.614788742611212,0.48363587910793454,0.7317211079000198,-2.0123665936427337
36,-437.3834226095611,-484.0003208493482,34.15361910826106,-10.476496115203906,0.20943818211629556,-0.31685052347651316,-1.8943361264779952
37,-68.34543174427856,-1341.2894580092816,90.1470573754719,34.023122986437485,0.5936618318782421,1.8125165912335146,-1.7447727864892462
38,-145.73819034963503,-561.8608922712691,37.150746724322076,-10.680686220499167,1.3331976950477056,0.3026123407865153,-2.9070138408871276
39,-22.67498921899032,-394.3884314669714,25.93721723401384,-6.393777346794419,-3.997103809226002,-2.668821903024103,5.651603320776738
40,-1308.524380834917,-953.5786185476317,70.5597593545364,-4.801292102033161,9.627192924737075,4.010669071720601,-1.594115521845863
41,-1979.0998151674917,-589.9013771596262,51.47118034662321,-8.971807722108862,4.987622682912323,2.4191723012294633,-2.4530281394077407
42,372.235134217303,-489.1318122039189,27.91129641737691,-23.92493601444175,3.834626142090236,0.01018210058032968,5.436054088284669
43,-1210.8520218555443,-943.0042388056529,70.94003389287221,16.326293051003685,1.0542155039670653,0.14543217335869577,-1.9842928911373352
44,-344.2051331053296,-928.3049494915623,63.79496594768171,12.096320834059453,0.7875825276072966,0.9364474214444475,-1.215664188820127
45,-3362.25465613222,-1559.2259622778222,127.88629421523149,52.81205359357998,4.303087496946716,2.1053016847389427,-0.6427146675059457
46,-3963.0281877927846,-754.1638046537079,76.53622291579711,5.0718677356902955,5.560761517989064,-0.28940598402500656,6.278525438884996
47,-1463.9930026129907,-408.2138861448906,34.970209420899906,-26.096474336577856,5.637205199169504,2.7201988906136227,-0.30865772532560126
